name,image_url,brand,product_source_url,description,price,giftsource_url
Lenys blue velvet slippers,https://media.gq.com/photos/640207e4f7ebd0f74ae66af4/master/w_320%2Cc_limit/Lenys-blue-velvet-slippers.jpg,Lenys,https://lenysworld.com/products/blue-velvet,"Indulge his louche, Julian Schnabel sleepwear dreams.",,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2LDNAsgQaRG77zdAacLqtzsqAqUwFi96edi4oHZgBH4Bqpm8YQKncGwkWSnmmhMhyX5jWKxa4rfqePj5Ror5GtsaWoogKLJM2TqSoRSZSMvV1QeitBNQ7B3GV9KoyEYrr
Sonos Sub Mini subwoofer Bluetooth speaker,https://media.gq.com/photos/640207ebbf0836cfc159cf34/master/w_320%2Cc_limit/Sonos-Sub-Mini-subwoofer-Bluetooth-speaker.jpg,Target,https://www.target.com/p/sonos-sub-mini-wireless-subwoofer-black/-/A-87713355,The only party ,,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2L3c7aWRUF4tsKnzwueDr94NgVc9gvDnaU3Mw3DCU8tq5F6R17vC98urwCdPUbmqUrWBWGDN9KF36LyhVkTu8qMrPfPCpcenGxbJ5YfJnmSh8A9L5fqwngS8gwM881bNN
Pangaia signature track pants,https://media.gq.com/photos/640207e8203630763d6fe70e/master/w_320%2Cc_limit/Pangaia-signature-track-pants.jpg,Pangaia,https://pangaia.com/products/365-signature-track-pants-stone,Pangaia's 100% organic cotton sweatpants come in every color and fit; his perfect pair is in there.,,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2L3c7aWRSawSLci1CWp8AU8rVB7Q9WRextg5ofjHHgDLekDhRDw6gekQRSCfuWjtxUahUymtEHfmvhi81wavn1spAocBG3Qt4zoddYWYvANTovoPUa6JNB4cFBkeFUi8W
Supernal illumine restorative oil serum,https://media.gq.com/photos/640207eb8eba25cb42cadd1d/master/w_320%2Cc_limit/Supernal-illumine-restorative-oil-serum.jpg,Supernal,https://supernal.co/collections/shop/products/illumine,"Supernal's magic oil hydrates and calms dry, irritated winter skin—and looks excellent in the medicine cabinet, too.",,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2L2wzTdqJVQ16svSZsVPjxswA3Xkf38J7sKNnRshTWSLwp7kXAop5fbh6tsUDG9H46HqMPk21xadNL5o7jw5vznijq66GmrQtuETxFvzTyrvYDKP4UVGxgMy8XRf6n68E
Beast blender and hydration system,https://media.gq.com/photos/640207da54c1db5bc60d43c6/master/w_320%2Cc_limit/Beast-blender-and-hydration-system.jpg,Verishop,https://www.verishop.com/beast/marketplace/beast-blender/p6918305841346?color=pebble-grey&variant_id=40616714109122,A stylish blender is scientifically proven to make protein-shakes taste better.,,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2L2wzTdqJVs4kMHDntCuW286oaYU6seQxDZCmWky6quBqc7DrU1UBTAmofcg1PwoKb8UBwi6GsqoZUn1W8CJQpKFa42Fy1sR2AWPvXBCbqikFGFzL1jWkMUURvYmSbVuQ
Panasonic K Professional hair clipper,https://media.gq.com/photos/640207e7b023f4d32fee4668/master/w_320%2Cc_limit/Panasonic-K-Professional-hair-clipper.jpg,Amazon,https://www.amazon.com/Panasonic-ER-GP80-Professional-Hair-Clipper/dp/B00KNCXFR0,A very capable enabler of a gift for the guy who keeps threatening to ,,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2L2wqpoZorjWFVt5UbzAM73jzrM1LLCPcS5qiN613n7UiBRcPCmjxXgWa8G9NZLvE4AdkDe4iMqVJFWqhXdq5SHr2eE3oK2VN4M7PxhqJ9YmbzYDMFvyYzyBPp1VNKz2J
HydroFlask carryout soft cooler,https://media.gq.com/photos/640207e2bf0836cfc159cf2e/master/w_320%2Cc_limit/HydroFlask-carryout-soft-cooler.jpg,HydroFlask,https://www.hydroflask.com/12-l-carry-out-soft-cooler?color=baltic,Endlessly useful from beach tents to campgrounds.,,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2L1kJVLjMrMjgR96czmPbuC44YBLfXfCqQQVGyCQgPKrpJtDAD6tg7nP3SpEhim8dcb1QRE5SKCWJtfuw4oVQp8YLJAprN8TqfNvsD9Aq33oqaPH4rdqdSsrCrgV4fLbp
Anker nebula capsule projector,https://media.gq.com/photos/640207d954c1db5bc60d43c4/master/w_320%2Cc_limit/Anker-nebula-capsule-projector.jpg,Amazon,https://www.amazon.com/Projector-Anker-Portable-High-Contrast-Playtime/dp/B076Q3GBJK?th=1,"He's already a master at projecting, so get him the portable device that'll let him do it virtually anywhere there's a flat surface.",,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2L1kJVLjMqLrYLbfqQkchMmp6gZGV5WU8ZDDJrJSkgXB1HGisFEk1r7rvj17Xb3anQQCMb9JdJrjpUkGZgo18vWNNCzUNenT2XJbSCVY2WJCvnqnhWaExQKKmdAmsjoRQ
FLIKR Fire personal square concrete fireplace kit,https://media.gq.com/photos/63853fea5b538a173be64f2d/1:1/w_320%2Cc_limit/FLIKR-Fire-personal-square-concrete-fireplace-kit.png,Huckberry,https://huckberry.com/store/flikr-fire/category/p/77967-personal-square-concrete-fireplace-kit,"Because the pre-war fireplace in their apartment is, sadly, only decorative.",,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2L3NUD1ogMbSyuzbYBm8UpJDBDdPxBnqv41pSswcTUdPopgiJSW3rLjNiqpEDv5tYuzgLczZtu1e1yvU4nTn5Ziaw4hfmZD2mDoZ6mdrzM6TBokbFRthUMsXsM7To38oQ
Flamingo Estate Fridays from the Garden cookbook,https://media.gq.com/photos/640207dffa9a5c56e8015b4b/1:1/w_320%2Cc_limit/Flamingo-Estate-Fridays-from-the-Garden-cookbook.jpg,Huckberry,https://huckberry.com/store/flamingo-estate/category/p/77751-fridays-from-the-garden-cookbook,Helpful cooking wisdom for any ,,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2LDNAsgQaRjAmTywod4Mf47zpNVehYiBZLqN8Xmj2qqgM7dL5AND4vkex4Pt8dGv42t91ti6h1Layhj6LhhUUZWFKzVuG8tkS7xfhd5dfgPgbVUxxbwtWxPUVBrJCNsen
Jolie filtered showerhead,https://media.gq.com/photos/63d970bd9e916d1b90aa1c8c/1:1/w_320%2Cc_limit/Layer_3.jpg,Huckberry,https://huckberry.com/store/jolie/category/p/77994-filtered-showerhead,"“Aahhhhhh, that's the spot,” is the only acceptable reaction to this shower head that combines better water pressure and advanced filtration.",,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2LDbeXMwZpbBgTufgzYSRejssQvEMXGCGKpQiKth647Xf6xARiLEoTr5KzvLV6m3LFhe1arigZzVfk66P5ZyS91q3tRXArsLrPZYZS1xyucAzGuHj17nLBpURHCdqBKPU
Hasami Porcelain mug,https://media.gq.com/photos/63ea781896633521865a2292/1:1/w_320%2Cc_limit/12.jpg,Huckberry,https://huckberry.com/store/hasami-porcelain/category/p/68422-mug-cup,One good mug can elevate even the worst cup of coffee.,,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2LDsEHyNCsrD9WHKYRHzh2QA68UBHMTX42EJcpLMZsnfAKuLNpLe4tDCGqGejCAKk11wJV97rYTYpJrP947XQJ3TGdMVQRjAfemHdL86L7DuQhSEfFC4mgeVdThzB58er
Wythe washed flannel shirt,https://media.gq.com/photos/63ea78166f8d111dbd21f92f/1:1/w_320%2Cc_limit/10.jpg,Huckberry,https://huckberry.com/store/wythe-new-york/category/p/76107-washed-flannel-work-shirt,"Everyone needs that wear-everywhere, go-with-anything button down—this is it.",,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2LDsEHyNCsrD9WHKYRHzh2QA68UBHMSu6aDwKcs4L4rZ2uh1Au7rSVbQohf7qKqcXaaS4VYA2JWnTcBPWGkwQNooJZjmm8Y7t3tuNC2DRU643jxa1we88Wy3ZqRDiaHzE
Gozney Roccbox pizza oven,https://media.gq.com/photos/63ea7819275d2fef78a420bb/1:1/w_320%2Cc_limit/15.jpg,Huckberry,https://huckberry.com/store/gozney/category/p/73872-roccbox,Don't be surprised if your backyard becomes the neighborhood's hottest pizzeria.,,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2LDsEHyNEW71fUskUs55TxkzDYsTVyFSfv896QgVFCMNVtaZZzfLKW5q4xFTMTZBze42oAMotHcUTJVb1hoarYWvYz3acUbYemvXzmFPN8kfAjAkdKMyjR1queDpiUiEJ
Parachute waffle robe,https://media.gq.com/photos/63e6a5db195df51b3831b92f/1:1/w_320%2Cc_limit/Parachute-waffle-robe.png,Parachute,https://www.parachutehome.com/products/waffle-robe?opt-color=moss,"The sexiest thing to give someone, other than a toothbrush or a key to your place, is their very own nearly naked coverup to store at your place.",,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2LDpyWA6ZKEK6TpyGjxSR8ccPsoHKEm5rBwgnVUG1JEoMKrqT4R3sCVNmjS8hWLwRTi5AYLUce1dW5exHVyTmZv56k4TT9jNwNJ4Hjck7ahRtX61VjM1kNWVQiqenjoqQ
Todd Snyder French chore coat,https://media.gq.com/photos/63e6a5db275d2fef78a41c88/1:1/w_320%2Cc_limit/Todd-Snyder-French-chore-coat.png,Todd Snyder,https://www.toddsnyder.com/collections/new-arrivals/products/french-blue-chore-coat-french-blue,"Todd Snyder will rush orders within three business days, but the clock's ticking to score him something ",,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2LDpyWA6ZKhNjwBkVkfxBBrn3Qozm5HpdzBt4mpptSdkNY4dzGqVbNgEwdnsPWUAuNzDFJayRhGY7LDmn5BGhoNJgybFtLBbEBnLhXWy2yaHhkS3AmjuEH1FxxHEKPA5L
Bearaby Cuddler body pillow and pillow cover,https://media.gq.com/photos/63e6a5d796633521865a1c41/1:1/w_320%2Cc_limit/Bearaby-Cuddler-body-pillow-and-pillow-cover.png,Bearaby,https://bearaby.com/products/body-pillow?variant=42077560864954,Send 'em something nice to cuddle up to when you're not around.,,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2LDpyWA6ZKhuJUsPmHKDhmju2n8UqyN9KWaZKUcqF9hjVWp2L6LdFXVTMJ6ULQZFXJpvJopH7sVCxhHrRvQnTU8TArYuVXYB5uPawMu7KqeBEUEWdDnyw7Ljyz9DLQqXU
Her Place Maria ribbon,https://media.gq.com/photos/63e6a5d8f6165f94934ce9b5/1:1/w_320%2Cc_limit/Her-Place-Maria-ribbon.png,Her Place,https://loveherplace.com/collections/her-ribbon/products/maria,"Express shipping options are avail at Her Place, a brand that specializes in vibe-y hair ribbons that double as bondage ties.",,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2LDpyWA6ZLASPQYXimPTwF6wgwpiCxQKNXgCqG1uRn6WHbLibJ5ybkUd7fzzgPfdh6CsXE6bXCGFPKzEuMmSnpvSj8EE1wvKtTaL1RkB38dCyAkiSnsnR4wZsaMko843x
UrbanStems The Finesse,https://media.gq.com/photos/63d8191ece9e28f6f7b40a4d/1:1/w_320%2Cc_limit/Layer_6.jpg,UrbanStems,https://urbanstems.com/products/flowers/the-finesse/FLRL-B-00001.html,"You're lucky, last-minute shopper. We ",,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2LDbbQ9FkfNW55MGwGE9WhKWiEp5ioVrZdi4EM3CeMg3czz8WatFHqLkX5EyigvnW5fEs2qsPpiZZPR6PwEN2V73Z3WSPEP9mreDj2eeu3hvt9Uwf6aLdfWE2tDHFqvhC
Nintendo eShop gift card,https://media.gq.com/photos/618d6364ea4bd39f8baa347e/1:1/w_320%2Cc_limit/4_Nintendo_eShop_gift_card.jpg,Amazon,https://www.amazon.com/Nintendo-eShop-Gift-Card-Digital/dp/B01M1VX5UJ/,Secure them just enough credits to buy you both a rousing night of fun and games.,,https://cna.st/p/meh9fHuiYWLiq2ApevzNDgtCsvF3tH62Na8o3gb1hkTXLgyJjk3PmkVfGatt3Ke9584eqZ285oxPiqTpJGfisYs9cdUjfeZK9gKVoAefe3KXGrz1McrWudF9UJe4fSKprmNaPwuKjcBT4CHV3u9WcERXVjdqpT4HjtZqgtAUe
Bon Appetit annual subscription,https://media.gq.com/photos/63dad4297b89bd2142acabca/1:1/w_320%2Cc_limit/update.jpg,Bon Appetit,https://www.bonappetit.com/v2/offers/ba001,For the person whose love language is food.,,https://cna.st/p/meh9fHuiYWLiq2ApevzNDgtCsvF3tH62Na8o3gb1hkTXLgyJjkVbEwz7uigkg42UmyRe628Hkwv292HGqCKBEduJtUaEz1wcgMeKuRYwAN6WozqPqC9q4kRBAPaPGqH2d8B5Uf4XnvUJ9bJBEZSxXHH4erJvQCmhnmBjn2xzJ
Polaroid Now instant camera,https://media.gq.com/photos/601ad648d76c27f19b0bf4cd/1:1/w_320%2Cc_limit/Polaroid-Now-instant-camera.jpg,Urban Outfitters,https://www.urbanoutfitters.com/shop/polaroid-now-instant-camera?category=lifestyle&color=060&type=REGULAR&size=ONE%20SIZE&quantity=1,"Here's how to make your 9,786th dinner at home one to remember.",,https://cna.st/p/meh9fHuiYWLiq2ApevzNDgtCsvF3tH62Na8o3gb1hkTXLgyJjjZb913mAAxtZFVVPABarmCpBVagg2qxrjBZ89ZAzuegxoSnA7CgKHtYDKTyHRtPtrfTkLNZniHxkhgDfZo8PuCzEEqyaSkzLkr7jSnNVcRmiGDsC3D3pNmHg
Duff Goldman Cakes red velvet heart cake,https://media.gq.com/photos/601ad6449fd8e5fba86c30e7/1:1/w_320%2Cc_limit/Duff-Goldman-Cakes-red-velvet-heart-cake.jpg,Goldbelly,https://www.goldbelly.com/duff-goldman-cakes/red-velvet-heart-cake?ref=category,"From gourmet cakes to spicy wings, Goldbelly will help you satisfy any craving and support a mom-and-pop food maker in the process.",,https://cna.st/p/meh9fHuiYWLiq2ApevzNDgtCsvF3tH62Na8o3gb1hkTXLgyJjjZb913mAAyGu2NihcFZsXcLk3hw3B1MVjLaNbK3HGNvLvw1gBzN6xPHBcAUSrtDpYzKg6NJhRne9Zv3XjTgmVpSSLD5ogayKLvCt13SdecfQAEuNXgygPdpS
Ugg men's mini winter boots,https://media.gq.com/photos/601ad64ab364d7d6087f7347/1:1/w_320%2Cc_limit/Ugg-men's-mini-winter-boots.jpg,Amazon,https://www.amazon.com/UGG-Mens-Classic-Winter-Chestnut/dp/B00C5NG5P4?ref_=ast_sto_dp&th=1,It's time to buy your man some mini boots.,,https://cna.st/p/meh9fHuiYWLiq2ApevzNDgtCsvF3tH62Na8o3gb1hkTXLgyJjjZb913mABDeUtp3foiFWaGmhoYaQT3LnWTMnUMMCHqF95A5tNTP3vZ1X4iAgoE8f9eYcEQUr95PyH2SXtUnx2CfiSh72G6yMiZLDz3Mg2Yam87MggJM2Xiar
Sonos One SL,https://media.gq.com/photos/5e4198f18208a40009e9abdf/1:1/w_320%2Cc_limit/sonos.jpg,Sonos,https://www.sonos.com/en-us/shop/one-sl.html,The cornerstone of the best multi-room wireless speaker system will render your “Songs for Evening Activities” playlist in all its sultry glory.,,https://cna.st/p/meh9fHuiYWLiq2ApevzNDgtCsvF3tH62Na8o3gb1hkTXLgyJi6r8ECj3yhzT8gZ5VTsXhRDEpHhvyzizZf8FQDqdVvcnJ6L44YuwJbXx4FDwsaykceU7pRtio61ehKs8xi53yDpYtx7EbxWsUY11us3y2LwJwEWpqqcnof8pW
J.Crew rugby shirt,https://media.gq.com/photos/63f4f59d6f8d111dbd220047/1:1/w_320%2Cc_limit/Layer_10_art.jpg,J.Crew,https://www.jcrew.com/m/mens/categories/clothing/polos/rugby-polos/pre-order-rugby-shirt-in-solid/MP358,"One does not have to play rugby to wear a rugby shirt, especially when it looks so good on everyone.",,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2LE4M6SKZHxFHs6NjfT1F4XJrtfNdE21hdopWWAs3n8xaHjU3XknxTJDJUw7AE465RHZuZheJVRzLAiw9zv4Cpn5AqVL4xRJ8tCF6P3tgwJQeU1KU9ZGpwue5yyfQXvcn
America the Beautiful pass,https://media.gq.com/photos/641c65cce2ff433bc75bebba/1:1/w_320%2Cc_limit/America-the-Beautiful-pass.jpg,REI,https://www.rei.com/product/208992/america-the-beautiful-pass-20222023,Long live the family road trip.,,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2L393fsegpy9PsAnxXfin86CDEX6EMCyuuuQvxvvzB6bapSLHpLVMaeMQX3TSLMMCWJhDNivVTtYJ2AR2m2K7sQML3MbaKwFYenVtXG44fS13ex2mLuEWwAdCp12eazkN
Birkenstock Super-Birki,https://media.gq.com/photos/63f4f598ff12f6c9e2fa77cc/1:1/w_320%2Cc_limit/Layer_4_art.jpg,Birkenstock,https://www.birkenstock.com/us/super-birki/superbirki-core-polyurethane-0-pu-u_5.html,"While everyone's going crazy over the Boston clog, go under the radar with the epic Super-Birki.",,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2LE4M6SKZHZqEQYQWfehsJPt6bwFkeW32nf3kDgHpfkqKLqMkCvG7Gm1czS4VA3QJr81vbNKbg1eWuZmpP7czLEwD4FG314KJifdm1ruLfn943u6QNgerHCzcKS2d2MLA
Fellow Stagg [XF] pour-over set,https://media.gq.com/photos/63f4f59a275d2fef78a427e0/1:1/w_320%2Cc_limit/Layer_7.jpg,SSENSE,https://www.ssense.com/en-us/everything-else/product/fellow/black-stagg-xf-pour-over-set/8404071,Something good is brewing.,,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2LE4M6SKZJ3LaVDvSskUkjmUVEnsjgssrtVAQbnGSSRA44AqgiyYS9oiBZ5iMYXytEkmujZuDRWgawx4dtbPusyCSZSbQ7qcu2KX7e8HxXdTzSSfWxbZiTmTYcZvs5czz
Everlane heavyweight overshirt,https://media.gq.com/photos/63939770773db5bdb691e395/1:1/w_320%2Cc_limit/everlane.jpg,Everlane,https://www.everlane.com/products/mens-heavyweight-overshirt-navy?collection=mens-all,Classic doesn't have to be expensive.,,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2L3bqoJzrVqjr7YWaqhUWTUoXWwcumkYNfbiDtemDDJm3kbrN6JVntrnJn1D92vS6xjf2q3iMSx85nY5JM6rG2dEDLLS5YzbSbb2dFgfCzqhUD3KLUKNQiKC4FP98mGiz
Airbnb gift card,https://media.gq.com/photos/6393957cd9388d6d80f543ca/1:1/w_320%2Cc_limit/Layer_12.jpg,Airbnb,https://airbnb.launchgiftcards.com/,"You probably can't secure a weekend getaway with $100, but you can at least get it started.",,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2L3bqoJzt8U18pZhtdYyUmgf3ZKCF4mHUf8s5Xtj9kEUyfBVH8xC4QnxnXvwq1WNvTiHjbvfqiekKm4MnMSQRP5URok7XWW9KvK3MQXsCN7ycMui6nRH4mnyqTJwdS5ti
Snif Suganami,https://media.gq.com/photos/6398dc65bc6a1795267e18fb/1:1/w_320%2Cc_limit/Snif-Suganami.png,Snif,https://snif.co/products/suganami,"A musky, woodsy, and spicy blend from Snif that has “new signature scent” written all over it.",,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2L3c7adKFwFEGEMufvCTVVDCJdAczhE7DZAoTT4goFM8ttm8aZ7zLZedrtXK3H45Tu81Uma66rQe7kkTgKpEdM8JXeDMxfkrknxDoYkNDMBat2vMsD9UzoZ9rK5VtwfzE
Buck Mason rugby crew,https://media.gq.com/photos/63939578530066b17810963d/1:1/w_320%2Cc_limit/Layer_7.jpg,Buck Mason,https://www.buckmason.com/products/jet-field-spec-rugby-crew,"If you haven't already spread the gospel of Buck Mason t-shirts, the holidays are the perfect excuse.",,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2L3bqoJzt86YUnpbRp2ni982iP9QykpVxQSyLJ9dGJXjp6w3eWJQ8SALMNrMYRZhMDFuntQY8xdPZxGibHr2xVq6fEZUMYBCucbwwW5bdr9c2FwwoxNX4Mfjh1cwNAXzN
Gir 5-piece ultimate tool set,https://media.gq.com/photos/6393957e1fbe2ee5546c1d10/1:1/w_320%2Cc_limit/Layer_16.jpg,Nordstrom,https://www.nordstrom.com/s/5-piece-ultimate-tool-set/7104567,For the host or home chef with surprisingly few cooking utensils.,,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2L3bqoJzt9VjSZafrVFjDVayQJDsqvhaMPAkD9xRtxovGTkTTY18c6aDLV9kbaDEAWtnVrTq5hVKTPU5YQEXwzGZ5NjsGZpB91iTfrkP4tPpHGYbbeus5Nx9eQMBNpSsp
Ariela marble taper holder,https://media.gq.com/photos/6393969dfc12dc745dfd173a/1:1/w_320%2Cc_limit/Screen_Shot_2022-12-09_at_3.jpg,Leif,https://www.leifshop.com/collections/new-arrivals/products/ariella-taper-holder?variant=39858269978718,This marble centerpiece would look handsome in every type of home.,,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2L3bqoJzt9VCqDmL5zeBVEJQwFqebMEwostyQBwFgpE9HsobDGmWhRvnKMLcvmovdgnvZ9Sx3oYrVyR3Ws3GYxbp8EXXe8JX65znX72pu1pV1eALF5nxZWpouHQoNzzCv
Max ID NY ghost tumbler set,https://media.gq.com/photos/5fbc45c244168f52f0e5ae1f/1:1/w_320%2Cc_limit/2020-11_GQ_Gift-Guide-100_3x2-4.jpg,Max ID NY,https://maxidnystore.com/products/ghost-tumbler-pink,"Inspired by 70's Italian glassware, these tumblers are the ultimate happy hour flex.",,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBESxhyFNgYZKaN79JyTGFHQc8PZB1r4diPzzoKZu98RRUx1Q3BRL3ZWJwLTaUeE2fEiLAPw5CThoZ3xW2K9vx3YMdbKZ2eUm9nnVXUip1gH1861TWy9vKVenWrFYJWHrjkqc
Hawthorne skincare starter gift set,https://media.gq.com/photos/63890ce5034d70c74af07f61/1:1/w_320%2Cc_limit/Layer_14.jpg,Hawthorne,https://hawthorne.co/collection/bundles/product/face-first-starter-set,The perfect gift for the skin-care-curious.,,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2L3NgPzsZSuSwGU6jwcjWmDh2s26XJeDkrihNp1AuRfTWu8A677xSW8Rmm1Gg9TeSKZZNb9Zgr3etjJhqFLgaB2G6HQv2SinkFHByYDMbsz1s9NGzxpS89RCaPeZkWQtn
Marcato Atlas 150 pasta machine,https://media.gq.com/photos/6421c39620f0118b00fa42f6/1:1/w_320%2Cc_limit/Layer_1.jpg,Amazon,https://www.amazon.com/Marcato-8320-Machine-Cutter-Instructions/dp/B0009U5OSO/,Next thing you know he's selling fresh handmade pasta from his apartment window.,,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2M3TQ2fdFoAdpPemjg9zXMZLZNqmGPfr72yQFaj6hLn13W1obwT8g4fnEmL7BRkrLuwiSZXXuGumTvfLZbFUNd7M6aBYNTa86ywcBuVusEWbeGF6EwTAN2tqJfj12PHmx
Miabella 925 stainless steel sterling silver Cuban link chain,https://media.gq.com/photos/6421c398aec154403d20829e/1:1/w_320%2Cc_limit/Layer_5.jpg,Amazon,https://www.amazon.com/Miabella-Sterling-Italian-Diamond-Cut-Bracelet/dp/B07XRFRGBV/,The wrist candy he didn't know he wanted.,,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2M3TQ2fdFoYQkdrXm8EwJxhReeQxeXRHVrby64WyU1Qb661mFWhS5A7GKN1GemFzGrdFQh98JEwDw2CAqn7mPVk82ZLJsyfaeTwiJppwUBz93trjrThG93QH77GhpSSZL
Marshall Middleton Bluetooth speaker,https://media.gq.com/photos/6421c39a87312649a64eac26/1:1/w_320%2Cc_limit/Layer_8.jpg,Amazon,https://www.amazon.com/Marshall-Middleton-Portable-Bluetooth-Speaker/dp/B0BTHL673V/,"Big, bold sound shouldn't come from a speaker this small. Alas, the folks at Marshall know exactly what they're doing.",,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2M3TQ2fdFp6sExVwtqZqvQZkRbTrgmAkQk74vnCJ8p2zVYfjX4pVXkpPfS4nQ4y54ZudzXWwfnyPsVtQkih6XDha7Vi972XKK7fUf6bWR41NYvs2wat3WpvdiQhpDpv14
GoPro HERO11,https://media.gq.com/photos/6421c39ce677294d74a93f86/1:1/w_320%2Cc_limit/Layer_11.jpg,Amazon,https://www.amazon.com/GoPro-HERO11-Black-Waterproof-Stabilization/dp/B0B96H7LGX/,Whether he's into big adventures or just wants to kickstart his vlogging channel.,,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2M3TQ2fdFp1ns7k3oKwfBGfUkDPKZYZGQXzMek1B5yWS4x1i8A1crdMJhV58AVAF9pqaVP9N8Hd8Lbpav5pJB1LcExrXQtz9Wyr6ES7zhpLNpAps7dtTmTXsVVmTNFUyt
Apple iPad Air (5th generation),https://media.gq.com/photos/6421c39daec154403d2082a0/1:1/w_320%2Cc_limit/Layer_14.jpg,Amazon,https://www.amazon.com/2022-Apple-iPad-10-9-inch-Wi-Fi/dp/B09V3JH3XS/,The iPad still reigns supreme in the tablet game.,,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2M3TQ2fdFqW4BNaHZsiPCaJFNCW12GjbAMgZ3QHhKp1kGkfYtkP5gRJKe4iAmoCUpPdJCM4vbEBZvAsEvbDdtaDnmtQiCM4R6z5qCWr19qXWceigvP6GVbvMbqBNKeEqt
Bodum Assam set,https://media.gq.com/photos/6421c39f9962982362b95d96/1:1/w_320%2Cc_limit/Layer_17.jpg,Amazon,https://www.amazon.com/Bodum-K1833-16-Double-Glasses-Chrome/dp/B003WT160Y/,Afternoon tea is going to be a daily occurrence.,,https://cna.st/p/2h8zKZvUAqv9ZECiJVQonAw2HCidgkTLkFZ19xJWT6LS9jBET2M3TQ2fdGA5vJzZecvbi5BxDqVy3s8WsVW6bp2UZghhA1PqbFzRoxqQ8nRs5PNaWowt6kbaPBR8hm5UeNA2FVUQLdPWEnDhMYS3AwJVUTRVX2s15kgEWkcgkRv8pXyZHG
